query_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
437,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1
438,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
439,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
440,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
448,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
453,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
454,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
457,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
458,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1
459,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
460,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1
463,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
464,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
465,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
468,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
469,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
470,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1
473,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
474,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1
476,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
477,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
479,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
480,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
481,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
482,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
484,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
488,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
489,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
490,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
491,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
493,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1
494,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
495,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
496,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
499,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
503,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
504,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
505,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
506,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
507,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
509,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
510,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1
511,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1
512,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
513,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
514,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1
515,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
516,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
517,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1
519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
521,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
522,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
523,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
524,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
525,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
527,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
531,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
533,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
534,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
536,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
537,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
538,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
541,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1
542,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
543,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1
544,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
545,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
546,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
551,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
552,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
554,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
555,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
557,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1
561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
564,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1
565,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
568,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
574,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
578,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
579,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
580,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
583,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
584,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
585,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
586,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
587,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
588,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1
590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
591,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
596,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
597,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1
600,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
601,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
602,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
603,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1
604,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
606,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
608,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
611,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
612,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
615,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
616,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
618,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
621,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
622,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1
623,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1
624,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
625,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
626,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
627,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
628,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
629,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
632,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
633,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
634,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
635,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
639,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
641,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
643,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
644,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
645,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
646,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
648,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
651,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
652,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
653,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
654,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
655,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
657,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
658,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
661,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
662,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
663,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
665,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
666,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
667,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1
668,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
677,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
678,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
679,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1
680,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
681,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
682,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
684,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1
685,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
686,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1
687,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
688,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
690,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
693,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
694,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
700,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0
701,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
702,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
703,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
705,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
708,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
709,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
710,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
712,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1
713,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
714,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
716,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
717,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
719,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
724,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
725,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
727,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1
728,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
729,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
730,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1
733,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
734,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
735,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1
737,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
738,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1
741,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
742,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
745,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1
750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
751,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
754,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
756,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
757,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
758,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
759,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
760,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
761,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
764,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
766,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
767,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
771,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
774,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
775,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
776,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
777,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
778,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
779,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
780,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
781,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1
782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
784,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
785,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
786,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
787,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
788,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
789,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
790,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
791,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
792,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
795,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
796,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
797,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
799,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
800,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
802,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
803,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
804,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
805,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
806,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
807,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
808,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1
809,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
810,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
812,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
814,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
815,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
816,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
818,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
819,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
820,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
821,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
823,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
826,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
829,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0
830,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
831,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
832,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1
833,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
836,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
837,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
838,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
839,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
840,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
841,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
846,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
852,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
855,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
857,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
860,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
861,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
866,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
867,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1
868,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
870,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
