query_id,doc_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
399,3442,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
400,4401,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,1854,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
402,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,1582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
404,5334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
405,3844,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
406,3064,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
407,247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,1029,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
409,3516,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1
410,2693,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1
411,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2687,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
414,2042,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
415,2730,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
416,2642,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
417,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,1236,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
419,2987,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
420,4292,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
421,3397,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
422,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,4213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1114,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
427,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2449,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
429,24,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
430,3617,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
431,4151,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
432,1908,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
433,4993,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
434,5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,3076,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1
436,1261,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
437,1993,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
438,683,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
439,2293,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
440,1491,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1
441,1100,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
442,2528,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1
443,5572,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
444,3980,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
445,2874,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,547,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1
447,1341,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
448,1095,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
449,5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,5582,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
451,5554,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
452,1135,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
453,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,4525,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
455,185,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
456,4324,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
457,2646,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
458,4027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,1055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,5073,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
461,4526,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
462,2270,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
463,30,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
464,2603,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
465,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466,5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,4648,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
468,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
469,5227,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
470,123,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
471,4465,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
472,3199,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1
473,4887,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
474,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,4850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
476,2549,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
477,1064,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
478,2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,1333,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
480,1982,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
481,1831,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
482,577,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
483,4826,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
484,5526,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
485,2474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486,2680,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
487,1220,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1
488,1902,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,2779,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
490,3572,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
491,707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
492,4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
493,446,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
494,1933,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
495,3319,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
496,4851,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
497,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,4193,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
499,2402,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
500,3178,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
501,2495,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
502,2196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
503,4411,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
504,1002,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
505,1359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,3457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,5318,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
510,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2659,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
512,3867,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
513,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,1968,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1
515,5449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
516,2858,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1
517,4795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,2158,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
519,576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520,3672,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
521,5640,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
522,3143,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
523,628,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
524,3932,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
525,678,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
526,964,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
527,4434,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
528,5384,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
529,5405,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
530,3748,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
531,173,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
532,87,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
533,3585,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
534,4930,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
535,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,4184,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
537,4493,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
538,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
539,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,379,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1
541,2628,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
542,1525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
543,3499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
544,3517,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
545,4949,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
546,3281,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
547,729,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,2942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,2533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,5246,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
553,2207,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
554,1308,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
555,1966,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
556,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,4003,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
558,3766,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
559,4403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
560,1828,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
561,4628,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
562,337,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
563,555,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
564,5206,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
565,4776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,5330,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
568,4680,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
569,5068,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
570,5131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,4248,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
572,1563,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
573,1300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
574,2276,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
575,3037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,4694,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
577,2762,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
578,4724,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
579,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,42,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
583,2407,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
584,2136,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0
585,4554,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1
586,669,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
587,5312,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
588,130,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1
589,500,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
590,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,2754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,3759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,4660,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
595,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,3429,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
597,2982,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
598,2772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,2715,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
600,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,4133,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
602,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
604,2211,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,689,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
606,4978,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1
607,3270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
608,4409,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
609,1405,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
610,832,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
611,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
612,1616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
613,1700,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
614,4111,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
615,5359,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
616,3825,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
617,4937,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
618,4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,3927,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1
620,5483,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
621,320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,4763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
624,5525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
625,5223,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
626,5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,3011,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
629,5397,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
630,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,4286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
632,3284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,5612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
634,2514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
635,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,1277,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
639,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,2732,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
641,4066,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1
642,2584,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
643,1011,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
644,4925,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
645,2791,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
646,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,2654,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
648,2138,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
649,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,4150,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
651,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,2460,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
653,1042,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
654,2328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,5069,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
656,505,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
657,1867,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
658,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,3925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660,217,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
661,709,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
662,2929,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
663,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
665,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,4136,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
667,5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,4906,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
670,1605,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
671,3539,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,4226,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0
673,4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,529,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675,2007,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1
676,4609,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
677,522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,1917,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
679,5048,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
680,1876,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
681,3079,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
682,3772,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1
683,1861,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
684,4630,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
685,5575,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
686,325,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
687,4125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
688,283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,4067,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
691,4582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
694,117,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
695,1531,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
696,5211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,4638,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
698,3937,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
699,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2338,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
702,3943,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
703,3597,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1
704,5654,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
705,5389,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
706,187,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
707,1188,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
708,4646,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
709,2285,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
710,1351,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
711,5215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
712,4018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,863,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1
714,4765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,4113,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
716,2167,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
717,3992,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
718,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,4476,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
720,4811,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0
721,1775,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
722,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,1243,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
725,5375,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1
726,3782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
727,3698,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1
728,4757,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
729,1433,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
730,3899,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
731,3171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,2688,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
733,1421,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
734,4208,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
735,2601,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
736,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,5421,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
738,1815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
739,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
740,1444,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
741,3450,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
742,726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,3879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,2497,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
746,1145,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
747,3263,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
748,1067,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
749,3417,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
750,2694,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
751,661,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
752,1970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,5018,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
754,4419,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
755,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
756,3960,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
757,3362,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
758,4083,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
759,3127,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
760,2096,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
761,751,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
762,4169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,931,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
764,4968,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
765,51,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
766,243,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767,4196,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
768,3,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1
769,2450,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
770,4339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
771,963,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
772,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,2381,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
774,3274,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1
775,2749,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
776,1232,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
777,4008,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
778,1237,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1
779,1539,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
780,186,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
781,4796,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
782,5533,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1
783,2441,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
784,4374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,1709,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1
786,3757,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
787,3188,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
788,2261,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
789,754,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
790,9,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
791,2418,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
792,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,5357,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
795,3432,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
796,4099,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
797,1753,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
798,4215,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
